id,Turno Carga,equipo_acarreo,operador_acarreo,material,flota_carguio,equipo_carguio,duracion_llegada,duracion_acarreo,duracion_descarga,duracion_viajando_vacio,tonelaje,efh_cargado_km,efh_vacio_km,distancia_cargado_km,distancia_vacia_km,velocidad_cargado,velocidad_vacio
1113300,A,Equipo_acarreo 18,Operador 95,Desmonte,Flota_carguio 2,Equipo_carguio 5,14,690,42,448.2,263.0,5.75,4.48,3.37,3.36,17.38,30.16
1113301,A,Equipo_acarreo 19,Operador 94,Desmonte,Flota_carguio 1,Equipo_carguio 4,0,880,32,589.8,289.0,7.33,5.9,4.07,4.02,16.45,29.13
1113302,A,Equipo_acarreo 17,Operador 90,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,10,1298,34,457.8,274.0,9.38,4.58,4.34,3.57,19.72,29.81
1113303,A,Equipo_acarreo 15,Operador 70,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,0,246,42,775.8,280.0,2.05,7.76,1.7,1.56,24.8,29.07
1113304,A,Equipo_acarreo 26,Operador 93,Desmonte,Flota_carguio 2,Equipo_carguio 5,2,842,46,492.0,279.0,7.02,4.92,3.38,3.27,14.05,29.96
1113305,A,Equipo_acarreo 22,Operador 91,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,36,254,42,424.2000000000001,282.0,2.12,4.24,1.7,1.64,23.94,23.87
1113306,A,Equipo_acarreo 27,Operador 78,Mineral Óxido,Flota_carguio 1,Equipo_carguio 4,0,1174,44,414.0,279.0,8.13,4.14,4.33,3.53,20.19,30.95
1113307,A,Equipo_acarreo 13,Operador 80,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,4,1250,34,882.0,264.0,9.55,8.82,4.41,3.6,23.85,25.57
1113308,A,Equipo_acarreo 6,Operador 81,Desmonte,Flota_carguio 2,Equipo_carguio 5,170,896,38,445.8,283.0,7.47,4.46,3.38,3.36,13.15,28.39
1113310,A,Equipo_acarreo 9,Operador 85,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,0,252,54,558.0,265.0,2.1,5.58,1.78,1.68,25.2,22.29
1113311,A,Equipo_acarreo 8,Operador 101,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,18,646,42,258.0,264.0,5.38,2.58,3.79,1.58,21.14,28.23
1113312,A,Equipo_acarreo 24,Operador 75,Mineral Óxido,Flota_carguio 1,Equipo_carguio 4,0,854,48,457.8,289.0,7.12,4.58,3.58,3.6,14.61,31.4
1113313,A,Equipo_acarreo 1,Operador 98,Desmonte,Flota_carguio 1,Equipo_carguio 1,0,368,38,295.79999999999995,291.0,3.07,2.96,2.31,1.58,23.13,25.27
1113315,A,Equipo_acarreo 10,Operador 102,Desmonte,Flota_carguio 1,Equipo_carguio 4,0,752,38,648.0,268.0,6.27,6.48,4.13,3.92,19.42,32.09
1113316,A,Equipo_acarreo 16,Operador 88,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,14,192,46,151.79999999999998,286.0,1.6,1.52,1.38,1.3,26.1,31.28
1113317,A,Equipo_acarreo 3,Operador 71,Desmonte,Flota_carguio 2,Equipo_carguio 5,4,814,44,589.8,293.0,6.78,5.9,3.37,2.79,14.5,22.1
1113318,A,Equipo_acarreo 2,Operador 100,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,6,708,34,826.8,284.0,5.9,8.27,3.5,3.62,17.26,29.65
1113319,A,Equipo_acarreo 25,Operador 76,Desmonte,Flota_carguio 1,Equipo_carguio 4,118,782,44,696.0,283.0,6.52,6.96,4.41,3.92,19.85,38.15
1113320,A,Equipo_acarreo 22,Operador 91,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,2,212,44,198.0,285.0,1.77,1.98,1.63,1.64,27.7,29.95
1113321,A,Equipo_acarreo 18,Operador 95,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,218,694,46,271.8,285.0,5.78,2.72,3.55,2.55,18.08,33.71
1113322,A,Equipo_acarreo 4,Operador 83,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,8,258,40,220.2,289.0,2.15,2.2,1.5,1.6,20.82,25.95
1113325,A,Equipo_acarreo 9,Operador 85,Desmonte,Flota_carguio 1,Equipo_carguio 1,330,234,44,223.8,279.0,1.95,2.24,1.66,1.59,25.57,26.0
1113326,A,Equipo_acarreo 14,Operador 69,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,12,200,44,246.0,282.0,1.67,2.46,1.5,1.65,27.02,24.52
1113327,A,Equipo_acarreo 8,Operador 101,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,6,248,40,373.8,273.0,2.07,3.74,1.45,1.41,20.86,22.04
1113328,A,Equipo_acarreo 19,Operador 94,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,6,1082,42,886.1999999999999,278.0,9.02,8.86,4.49,4.08,15.94,24.98
1113330,A,Equipo_acarreo 20,Operador 89,Desmonte,Flota_carguio 2,Equipo_carguio 5,0,1244,50,592.8000000000001,290.0,10.38,5.93,4.35,4.23,19.4,33.1
1113331,A,Equipo_acarreo 26,Operador 93,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,28,1424,34,301.2,274.0,11.52,3.01,4.41,3.62,16.94,23.32
1113333,A,Equipo_acarreo 16,Operador 88,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,62,196,56,514.2,288.0,1.63,5.14,1.34,1.4,24.57,27.24
1113336,A,Equipo_acarreo 15,Operador 70,Desmonte,Flota_carguio 1,Equipo_carguio 1,370,908,58,348.0,292.0,6.35,3.48,4.83,3.6,28.94,37.21
1113337,A,Equipo_acarreo 27,Operador 72,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,30,766,32,763.8000000000001,281.0,6.38,7.64,3.84,3.76,17.6,26.08
1113338,A,Equipo_acarreo 6,Operador 81,Desmonte,Flota_carguio 2,Equipo_carguio 5,174,834,46,559.8,293.0,6.95,5.6,4.33,4.23,18.21,31.6
1113339,A,Equipo_acarreo 24,Operador 75,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,23,956,44,568.2,280.0,7.97,5.68,4.32,4.0,15.82,27.88
1113340,A,Equipo_acarreo 4,Operador 83,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,10,256,42,246.0,284.0,2.13,2.46,1.39,1.35,19.42,21.97
1113341,A,Equipo_acarreo 14,Operador 69,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,14,230,50,403.2,293.0,1.92,4.03,1.44,1.41,22.59,20.73
1113342,A,Equipo_acarreo 10,Operador 102,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,357,910,48,778.2,288.0,7.58,7.78,4.09,3.72,15.69,26.41
1113344,A,Equipo_acarreo 8,Operador 101,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,2,250,36,259.20000000000005,265.0,2.08,2.59,1.46,1.41,20.74,24.35
1113346,A,Equipo_acarreo 13,Operador 82,Desmonte,Flota_carguio 2,Equipo_carguio 5,102,800,38,361.8,273.0,6.67,3.62,4.35,3.59,19.04,35.66
1113347,A,Equipo_acarreo 22,Operador 91,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,20,270,36,247.8,289.0,2.25,2.48,1.44,1.45,19.33,24.14
1113348,A,Equipo_acarreo 18,Operador 95,Desmonte,Flota_carguio 1,Equipo_carguio 1,322,414,42,715.8,282.0,3.45,7.16,3.72,4.2,32.43,32.85
1113351,A,Equipo_acarreo 2,Operador 100,Desmonte,Flota_carguio 2,Equipo_carguio 5,311,794,40,718.2,281.0,6.62,7.18,4.38,4.16,19.33,32.29
1113352,A,Equipo_acarreo 25,Operador 76,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,190,694,60,754.2,292.0,5.78,7.54,3.05,2.96,15.32,24.82
1113353,A,Equipo_acarreo 4,Operador 83,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,48,240,46,516.0,301.0,2.0,5.16,1.38,1.39,20.63,21.9
1113356,A,Equipo_acarreo 8,Operador 101,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,287,216,36,235.8,299.0,1.8,2.36,1.4,1.52,21.46,23.54
1113357,A,Equipo_acarreo 12,Operador 79,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,20,834,36,553.2,281.0,6.95,5.53,3.87,3.84,16.26,28.7
1113359,A,Equipo_acarreo 20,Operador 89,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,280,798,42,804.0,286.0,6.65,8.04,3.89,3.8,17.13,29.27
1113360,A,Equipo_acarreo 19,Operador 94,Desmonte,Flota_carguio 2,Equipo_carguio 5,6,780,30,414.0,271.0,6.5,4.14,4.35,3.6,19.64,32.85
1113361,A,Equipo_acarreo 26,Operador 87,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,250,262,36,547.8000000000001,286.0,2.18,5.48,1.46,3.74,20.0,24.85
1113362,A,Equipo_acarreo 24,Operador 75,Desmonte,Flota_carguio 1,Equipo_carguio 1,0,496,38,526.8,292.0,4.13,5.27,3.74,3.62,27.18,31.55
1113363,A,Equipo_acarreo 15,Operador 99,Desmonte,Flota_carguio 1,Equipo_carguio 1,254,468,46,336.0,293.0,3.9,3.36,3.74,3.6,28.93,38.69
1113364,A,Equipo_acarreo 27,Operador 72,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,0,631,46,226.2,270.0,5.26,2.26,3.07,0.96,17.08,23.33
1113365,A,Equipo_acarreo 7,Operador 96,Desmonte,Flota_carguio 2,Equipo_carguio 5,2,808,52,595.8,289.0,6.73,5.96,4.36,4.18,19.01,28.78
1113366,A,Equipo_acarreo 6,Operador 81,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,122,786,40,346.2,287.0,6.55,3.46,4.01,3.02,18.05,31.6
1113367,A,Equipo_acarreo 4,Operador 83,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,90,296,46,186.0,283.0,2.47,1.86,1.43,1.45,17.65,29.1
1113369,A,Equipo_acarreo 17,Operador 92,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,14,760,36,168.0,274.0,6.33,1.68,3.82,1.45,17.63,31.26
1113370,A,Equipo_acarreo 8,Operador 101,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,6,218,36,178.20000000000002,284.0,1.82,1.78,1.48,1.44,24.5,29.16
1113371,A,Equipo_acarreo 18,Operador 95,Desmonte,Flota_carguio 2,Equipo_carguio 5,8,750,40,676.1999999999999,281.0,6.25,6.76,4.33,4.23,20.51,33.66
1113372,A,Equipo_acarreo 1,Operador 74,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,8,834,38,412.2,282.0,6.95,4.12,3.81,1.45,16.15,22.56
1113373,A,Equipo_acarreo 14,Operador 69,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,160,256,48,253.8,271.0,2.13,2.54,1.5,1.47,21.06,20.79
1113375,A,Equipo_acarreo 9,Operador 84,Desmonte,Flota_carguio 1,Equipo_carguio 1,270,270,52,420.0,279.0,2.25,4.2,1.65,1.53,22.75,27.89
1113378,A,Equipo_acarreo 4,Operador 83,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,6,216,38,343.8,291.0,1.8,3.44,1.42,1.45,23.78,19.31
1113379,A,Equipo_acarreo 2,Operador 100,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,22,764,42,306.0,286.0,6.37,3.06,3.75,1.5,17.23,20.16
1113380,A,Equipo_acarreo 26,Operador 87,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,0,750,34,615.0,266.0,6.25,6.15,3.73,3.48,17.48,27.18
1113383,A,Equipo_acarreo 8,Operador 101,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,8,214,42,262.2,276.0,1.78,2.62,1.46,1.45,24.55,22.55
1113384,A,Equipo_acarreo 19,Operador 94,Desmonte,Flota_carguio 1,Equipo_carguio 1,66,428,30,541.8,282.0,3.57,5.42,3.75,3.61,31.62,26.49
1113385,A,Equipo_acarreo 27,Operador 72,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,14,116,38,205.8,272.0,0.97,2.06,0.91,0.95,27.65,26.57
1113386,A,Equipo_acarreo 15,Operador 99,Desmonte,Flota_carguio 1,Equipo_carguio 1,242,970,40,337.2,306.0,4.23,3.37,3.74,3.62,28.38,38.11
1113391,A,Equipo_acarreo 6,Operador 81,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,20,222,34,318.0,272.0,1.85,3.18,1.39,1.41,22.59,20.37
1113396,A,Equipo_acarreo 8,Operador 101,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,128,214,32,532.8000000000001,271.0,1.78,5.33,1.34,1.42,22.62,18.99
1113397,A,Equipo_acarreo 27,Operador 72,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,6,177,46,124.2,280.0,1.48,1.24,0.92,0.93,26.22,26.9
1113400,A,Equipo_acarreo 16,Operador 77,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,283,262,44,600.0,278.0,2.18,6.0,1.4,3.6,19.65,26.87
1113402,A,Equipo_acarreo 1,Operador 74,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,7,218,34,364.2000000000001,283.0,1.82,3.64,1.36,1.42,22.37,19.41
1113403,A,Equipo_acarreo 19,Operador 94,Desmonte,Flota_carguio 1,Equipo_carguio 1,198,550,40,750.0,286.0,4.58,7.5,4.23,4.23,28.41,30.78
1113405,A,Equipo_acarreo 2,Operador 100,Desmonte,Flota_carguio 1,Equipo_carguio 1,332,394,44,408.0,287.0,3.28,4.08,3.72,4.15,34.02,36.74
1113406,A,Equipo_acarreo 14,Operador 69,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,30,432,38,702.0,271.0,3.6,7.02,1.41,4.22,17.92,27.72
1113413,A,Equipo_acarreo 26,Operador 87,Desmonte,Flota_carguio 2,Equipo_carguio 5,4,846,36,436.2,270.0,7.05,4.36,4.34,4.23,17.99,31.31
1113414,A,Equipo_acarreo 5,Operador 93,Desmonte,Flota_carguio 2,Equipo_carguio 5,38,872,54,601.1999999999999,275.0,7.27,6.01,4.42,4.23,17.78,32.84
1113416,A,Equipo_acarreo 8,Operador 101,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,308,234,36,274.20000000000005,296.0,1.95,2.74,1.44,1.45,22.11,25.81
1113417,A,Equipo_acarreo 20,Operador 89,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,0,722,46,519.0,297.0,6.02,5.19,3.77,3.64,18.25,35.98
1113418,A,Equipo_acarreo 16,Operador 77,Desmonte,Flota_carguio 2,Equipo_carguio 5,0,792,38,562.1999999999999,273.0,6.6,5.62,4.16,4.14,19.1,31.96
1113419,A,Equipo_acarreo 15,Operador 99,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,84,278,40,223.8,295.0,2.32,2.24,1.54,1.48,19.85,24.2
1113420,A,Equipo_acarreo 2,Operador 100,Desmonte,Flota_carguio 2,Equipo_carguio 5,4,794,40,798.0,286.0,6.62,7.98,4.37,4.2,19.42,25.77
1113422,A,Equipo_acarreo 14,Operador 69,Desmonte,Flota_carguio 2,Equipo_carguio 5,8,922,42,697.1999999999999,296.0,7.68,6.97,4.37,4.23,16.7,28.42
1113423,A,Equipo_acarreo 24,Operador 75,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,10,268,42,313.8,284.0,2.23,3.14,1.43,1.49,19.24,21.02
1113424,A,Equipo_acarreo 6,Operador 81,Desmonte,Flota_carguio 2,Equipo_carguio 5,172,782,36,595.2,283.0,6.52,5.95,4.4,4.23,19.85,28.34
1113425,A,Equipo_acarreo 11,Operador 73,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,0,274,40,714.0,291.0,2.28,7.14,1.61,3.71,21.33,30.54
1113426,A,Equipo_acarreo 9,Operador 84,Desmonte,Flota_carguio 2,Equipo_carguio 5,328,894,46,754.2,275.0,7.45,7.54,4.34,4.15,17.11,27.41
1113428,A,Equipo_acarreo 1,Operador 74,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,34,304,42,184.8,300.0,2.53,1.85,1.5,1.47,18.97,28.34
1113429,A,Equipo_acarreo 26,Operador 87,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,105,300,34,630.0,282.0,2.5,6.3,1.45,3.76,17.29,24.63
1113431,A,Equipo_acarreo 25,Operador 76,Desmonte,Flota_carguio 1,Equipo_carguio 4,0,786,42,391.8,265.0,6.55,3.92,4.44,3.59,19.9,35.43
1113432,A,Equipo_acarreo 27,Operador 72,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,16,332,42,442.2,279.0,2.77,4.42,0.81,3.02,27.66,26.11
1113433,A,Equipo_acarreo 23,Operador 71,Desmonte,Flota_carguio 2,Equipo_carguio 5,216,810,38,421.8,267.0,6.75,4.22,4.33,3.56,18.84,30.25
1113435,A,Equipo_acarreo 17,Operador 92,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,246,720,34,460.2,278.0,6.0,4.6,3.71,3.62,18.13,30.29
1113436,A,Equipo_acarreo 5,Operador 93,Desmonte,Flota_carguio 2,Equipo_carguio 5,310,869,50,331.8,278.0,7.25,3.32,3.54,3.95,16.37,25.8
1113437,A,Equipo_acarreo 10,Operador 102,Desmonte,Flota_carguio 2,Equipo_carguio 5,143,794,40,238.2,279.0,6.62,2.38,4.03,3.95,17.85,28.35
1113439,A,Equipo_acarreo 24,Operador 75,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,8,367,40,222.0,284.0,3.06,2.22,1.49,1.42,15.75,23.94
1113440,A,Equipo_acarreo 1,Operador 74,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,258,236,36,594.0,291.0,1.97,5.94,1.44,1.42,21.91,29.88
1113441,A,Equipo_acarreo 8,Operador 101,Desmonte,Flota_carguio 2,Equipo_carguio 2,54,278,34,202.2,274.0,2.32,2.02,1.56,1.63,20.11,28.8
1113442,A,Equipo_acarreo 16,Operador 77,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,376,766,40,844.2,296.0,6.38,8.44,3.64,3.62,17.29,29.02
1113443,A,Equipo_acarreo 11,Operador 73,Desmonte,Flota_carguio 2,Equipo_carguio 5,8,770,36,769.2,290.0,6.42,7.69,4.37,4.23,20.04,32.53
1113444,A,Equipo_acarreo 15,Operador 99,Desmonte,Flota_carguio 2,Equipo_carguio 2,147,286,32,244.2,297.0,2.38,2.44,1.63,1.63,21.22,26.43
1113445,A,Equipo_acarreo 2,Operador 100,Desmonte,Flota_carguio 2,Equipo_carguio 5,112,762,50,469.2000000000001,275.0,6.35,4.69,4.38,4.23,20.29,34.38
1113446,A,Equipo_acarreo 26,Operador 87,Desmonte,Flota_carguio 2,Equipo_carguio 5,8,830,36,561.0,274.0,6.92,5.61,4.34,4.23,18.44,28.71
1113447,A,Equipo_acarreo 25,Operador 76,Desmonte,Flota_carguio 1,Equipo_carguio 1,118,734,38,547.8000000000001,287.0,6.12,5.48,5.59,3.65,28.34,39.07
1113448,A,Equipo_acarreo 24,Operador 75,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,0,278,34,223.8,292.0,2.32,2.24,1.45,1.44,18.75,23.52
1113449,A,Equipo_acarreo 6,Operador 81,Desmonte,Flota_carguio 2,Equipo_carguio 5,298,768,38,433.2,276.0,6.4,4.33,4.37,4.23,20.07,32.78
1113451,A,Equipo_acarreo 14,Operador 69,Desmonte,Flota_carguio 2,Equipo_carguio 5,65,822,36,564.0,274.0,6.85,5.64,4.34,4.23,18.68,28.44
1113452,A,Equipo_acarreo 8,Operador 101,Desmonte,Flota_carguio 2,Equipo_carguio 2,20,232,32,267.0,282.0,1.93,2.67,1.64,1.53,25.42,24.95
1113454,A,Equipo_acarreo 23,Operador 71,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,22,292,34,199.8,278.0,2.43,2.0,1.47,1.39,18.17,24.89
1113455,A,Equipo_acarreo 9,Operador 84,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,0,846,58,528.0,274.0,7.05,5.28,3.75,3.61,15.67,27.42
1113456,A,Equipo_acarreo 17,Operador 92,Desmonte,Flota_carguio 2,Equipo_carguio 5,10,828,36,589.8,282.0,6.9,5.9,4.33,4.23,18.51,30.03
1113457,A,Equipo_acarreo 15,Operador 99,Desmonte,Flota_carguio 2,Equipo_carguio 2,10,280,46,283.8,297.0,2.33,2.84,1.64,1.6,21.05,23.89
1113458,A,Equipo_acarreo 5,Operador 93,Desmonte,Flota_carguio 1,Equipo_carguio 1,198,246,40,265.79999999999995,284.0,2.05,2.66,1.64,1.61,23.87,22.1
1113459,A,Equipo_acarreo 1,Operador 74,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,172,792,36,439.8,302.0,6.6,4.4,3.7,3.59,16.65,32.82
1113460,A,Equipo_acarreo 24,Operador 75,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,12,334,32,258.0,284.0,2.78,2.58,1.47,1.45,17.45,20.89
1113461,A,Equipo_acarreo 18,Operador 70,Desmonte,Flota_carguio 2,Equipo_carguio 5,10,792,40,432.0,286.0,6.6,4.32,4.31,4.03,19.32,33.54
1113462,A,Equipo_acarreo 8,Operador 101,Desmonte,Flota_carguio 2,Equipo_carguio 2,161,406,36,615.0,280.0,3.38,6.15,3.6,3.57,32.07,30.32
1113463,A,Equipo_acarreo 22,Operador 78,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,203,294,44,528.0,291.0,2.45,5.28,1.53,1.51,18.73,27.25
1113464,A,Equipo_acarreo 20,Operador 89,Desmonte,Flota_carguio 2,Equipo_carguio 5,232,712,34,517.1999999999999,277.0,5.93,5.17,4.31,4.23,21.44,36.01
1113465,A,Equipo_acarreo 23,Operador 71,Desmonte,Flota_carguio 2,Equipo_carguio 2,32,488,46,481.2,282.0,4.07,4.81,3.64,3.57,26.89,29.31
1113466,A,Equipo_acarreo 7,Operador 85,Desmonte,Flota_carguio 2,Equipo_carguio 5,218,842,34,643.8000000000001,280.0,7.02,6.44,4.41,4.22,18.65,29.4
1113467,A,Equipo_acarreo 4,Operador 83,Desmonte,Flota_carguio 2,Equipo_carguio 5,6,766,38,714.0,280.0,6.38,7.14,4.31,4.15,19.98,31.81
1113468,A,Equipo_acarreo 11,Operador 73,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,391,286,44,510.0,287.0,2.38,5.1,1.47,3.7,19.49,29.41
1113470,A,Equipo_acarreo 15,Operador 99,Desmonte,Flota_carguio 2,Equipo_carguio 2,4,472,40,342.0,293.0,3.93,3.42,3.63,3.57,27.72,37.18
1113474,A,Equipo_acarreo 5,Operador 93,Desmonte,Flota_carguio 2,Equipo_carguio 2,0,428,46,582.0,289.0,3.57,5.82,3.62,3.41,30.49,29.53
1113475,A,Equipo_acarreo 24,Operador 75,Desmonte,Flota_carguio 2,Equipo_carguio 2,0,456,36,532.1999999999999,289.0,3.8,5.32,3.6,3.62,28.54,31.02
1113476,A,Equipo_acarreo 16,Operador 77,Desmonte,Flota_carguio 2,Equipo_carguio 5,0,816,36,460.2,277.0,6.8,4.6,4.19,4.03,18.64,31.71
1113477,A,Equipo_acarreo 6,Operador 81,Desmonte,Flota_carguio 2,Equipo_carguio 2,289,400,32,376.8,292.0,3.33,3.77,3.59,3.56,32.44,34.8
1113478,A,Equipo_acarreo 14,Operador 69,Desmonte,Flota_carguio 2,Equipo_carguio 2,32,446,44,562.1999999999999,289.0,3.72,5.62,3.67,3.64,29.69,29.84
1113479,A,Equipo_acarreo 27,Operador 72,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,0,774,32,721.8,302.0,6.45,7.22,3.74,4.74,17.13,31.16
1113481,A,Equipo_acarreo 22,Operador 78,Desmonte,Flota_carguio 2,Equipo_carguio 5,338,852,38,628.2,280.0,7.1,6.28,4.33,4.17,18.02,26.89
1113484,A,Equipo_acarreo 1,Operador 74,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,349,790,36,889.8,301.0,6.58,8.9,3.73,3.74,16.86,25.21
1113485,A,Equipo_acarreo 18,Operador 70,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,52,160,46,538.2,279.0,1.33,5.38,1.32,1.39,29.96,23.92
1113486,A,Equipo_acarreo 23,Operador 71,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,145,288,36,358.2,275.0,2.4,3.58,1.44,1.43,17.97,23.44
1113489,A,Equipo_acarreo 19,Operador 94,Desmonte,Flota_carguio 1,Equipo_carguio 1,6,446,48,517.8000000000001,292.0,3.72,5.18,3.68,3.68,29.82,27.58
1113490,A,Equipo_acarreo 11,Operador 73,Desmonte,Flota_carguio 2,Equipo_carguio 5,178,678,36,667.8000000000001,262.0,5.65,6.68,4.33,4.15,22.74,33.52
1113491,A,Equipo_acarreo 25,Operador 76,Desmonte,Flota_carguio 1,Equipo_carguio 1,8,366,40,601.8,292.0,3.05,6.02,3.64,3.66,35.81,37.36
1113492,A,Equipo_acarreo 24,Operador 75,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,44,294,38,282.0,300.0,2.45,2.82,2.692938136174252,1.45,18.08,21.93
1113493,A,Equipo_acarreo 4,Operador 83,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,10,840,36,582.0,283.0,7.0,5.82,4.17,3.07,17.61,25.28
1113494,A,Equipo_acarreo 5,Operador 93,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,0,248,50,265.79999999999995,275.0,2.07,2.66,1.46,1.45,21.16,21.99
1113496,A,Equipo_acarreo 7,Operador 85,Desmonte,Flota_carguio 2,Equipo_carguio 5,2,850,38,679.8,266.0,7.08,6.8,4.31,4.22,17.93,30.5
1113497,A,Equipo_acarreo 16,Operador 77,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,58,224,60,567.0,274.0,1.87,5.67,1.32,1.4,21.48,24.25
1113498,A,Equipo_acarreo 14,Operador 69,Desmonte,Flota_carguio 2,Equipo_carguio 2,8,450,42,457.8,295.0,3.75,4.58,3.66,3.62,29.46,29.75
1113499,A,Equipo_acarreo 10,Operador 102,Desmonte,Flota_carguio 1,Equipo_carguio 1,8,472,32,538.2,284.0,3.93,5.38,3.68,3.68,31.29,27.29
1113501,A,Equipo_acarreo 13,Operador 82,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,0,720,36,526.1999999999999,281.0,6.0,5.26,3.77,3.07,18.36,29.04
1113502,A,Equipo_acarreo 23,Operador 71,Desmonte,Flota_carguio 2,Equipo_carguio 2,0,492,40,462.0,287.0,4.1,4.62,3.65,3.61,26.72,27.95
1113503,A,Equipo_acarreo 18,Operador 70,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,8,158,54,274.20000000000005,283.0,1.32,2.74,1.35,2.13,31.01,28.05
1113505,A,Equipo_acarreo 27,Operador 72,Desmonte,Flota_carguio 2,Equipo_carguio 5,6,752,40,433.8,282.0,6.27,4.34,4.35,4.23,20.5,37.76
1113507,A,Equipo_acarreo 24,Operador 75,Desmonte,Flota_carguio 2,Equipo_carguio 2,20,488,28,556.1999999999999,297.0,4.07,5.56,3.64,3.65,27.46,31.79
1113508,A,Equipo_acarreo 19,Operador 94,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,5,304,34,348.0,286.0,2.53,3.48,1.54,1.53,18.19,22.91
1113509,A,Equipo_acarreo 5,Operador 93,Desmonte,Flota_carguio 2,Equipo_carguio 2,8,472,44,448.8,275.0,3.93,4.49,3.6,3.56,27.6,34.05
1113510,A,Equipo_acarreo 9,Operador 84,Desmonte,Flota_carguio 2,Equipo_carguio 5,4,796,58,685.8,270.0,6.63,6.86,4.3,4.23,19.1,25.56
