id,Turno Carga,equipo_acarreo,operador_acarreo,material,flota_carguio,equipo_carguio,duracion_llegada,duracion_acarreo,duracion_descarga,duracion_viajando_vacio,tonelaje,efh_cargado_km,efh_vacio_km,distancia_cargado_km,distancia_vacia_km,velocidad_cargado,velocidad_vacio
1113511,A,Equipo_acarreo 17,Operador 92,Desmonte,Flota_carguio 2,Equipo_carguio 5,8,962,34,736.1999999999999,301.0,8.02,7.36,4.39,4.18,16.13,25.85
1113512,A,Equipo_acarreo 25,Operador 76,Mineral Óxido,Flota_carguio 1,Equipo_carguio 1,6,240,42,652.1999999999999,291.0,2.0,6.52,1.53,1.49,23.01,28.95
1113514,A,Equipo_acarreo 16,Operador 77,Desmonte,Flota_carguio 2,Equipo_carguio 5,87,1010,34,550.8,290.0,8.42,5.51,4.22,4.23,15.19,28.77
1113515,A,Equipo_acarreo 14,Operador 69,Desmonte,Flota_carguio 2,Equipo_carguio 2,22,498,34,445.8,290.0,4.15,4.46,3.61,3.64,26.28,30.56
1113516,A,Equipo_acarreo 10,Operador 102,Desmonte,Flota_carguio 1,Equipo_carguio 1,0,434,36,499.8,285.0,3.62,5.0,3.67,3.7,30.59,30.07
1113517,A,Equipo_acarreo 11,Operador 73,Desmonte,Flota_carguio 2,Equipo_carguio 5,6,816,34,559.2,275.0,6.8,5.59,4.29,4.23,18.62,35.22
1113518,A,Equipo_acarreo 1,Operador 74,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,0,802,46,550.2,280.0,6.68,5.5,3.73,3.61,16.58,28.54
1113519,A,Equipo_acarreo 23,Operador 71,Desmonte,Flota_carguio 2,Equipo_carguio 2,94,494,44,538.2,299.0,4.12,5.38,3.6,3.65,26.37,28.82
1113520,A,Equipo_acarreo 4,Operador 83,Desmonte,Flota_carguio 2,Equipo_carguio 2,6,478,38,463.8,282.0,3.98,4.64,3.62,3.59,27.33,28.36
1113522,A,Equipo_acarreo 18,Operador 70,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,34,126,46,222.0,296.0,1.05,2.22,0.94,1.4,26.9,25.78
1113524,A,Equipo_acarreo 19,Operador 94,Desmonte,Flota_carguio 1,Equipo_carguio 1,5,420,34,478.2,283.0,3.5,4.78,3.68,3.7,31.65,28.93
1113525,A,Equipo_acarreo 13,Operador 82,Desmonte,Flota_carguio 2,Equipo_carguio 2,0,468,38,583.8000000000001,286.0,3.9,5.84,3.62,3.57,27.93,27.15
1113527,A,Equipo_acarreo 7,Operador 85,Desmonte,Flota_carguio 2,Equipo_carguio 5,6,856,36,544.2,306.0,7.13,5.44,4.39,4.19,18.86,29.85
1113529,A,Equipo_acarreo 24,Operador 75,Desmonte,Flota_carguio 2,Equipo_carguio 2,14,460,38,472.2,296.0,3.83,4.72,3.63,3.63,28.6,29.03
1113533,A,Equipo_acarreo 25,Operador 76,Desmonte,Flota_carguio 1,Equipo_carguio 1,2,366,36,426.0,287.0,3.05,4.26,3.69,3.54,36.38,35.87
1113535,A,Equipo_acarreo 18,Operador 70,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,10,160,50,172.20000000000002,272.0,1.33,1.72,1.33,1.31,29.92,27.31
1113536,A,Equipo_acarreo 26,Operador 87,Desmonte,Flota_carguio 2,Equipo_carguio 5,6,860,36,849.0,274.0,7.17,8.49,4.32,4.22,17.72,20.95
1113541,A,Equipo_acarreo 19,Operador 94,Desmonte,Flota_carguio 1,Equipo_carguio 1,10,438,36,781.8,288.0,3.65,7.82,3.61,2.17,29.66,25.02
1113553,A,Equipo_acarreo 18,Operador 70,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,44,180,44,169.8,281.0,1.5,1.7,1.43,1.35,28.75,28.27
1113567,B,Equipo_acarreo 26,Operador 2,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,151,220,58,247.8,279.0,1.83,2.48,0.97,1.31,15.98,18.86
1113572,B,Equipo_acarreo 16,Operador 16,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,378,338,50,345.0,281.0,2.82,3.45,1.49,1.48,16.13,18.34
1113573,B,Equipo_acarreo 27,Operador 14,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,294,214,50,172.20000000000002,280.0,1.78,1.72,1.43,1.34,24.53,28.2
1113574,B,Equipo_acarreo 25,Operador 12,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,367,234,36,250.2,286.0,1.95,2.5,1.53,1.5,23.41,24.07
1113576,B,Equipo_acarreo 23,Operador 31,Desmonte,Flota_carguio 1,Equipo_carguio 1,119,416,34,360.0,292.0,3.47,3.6,2.75,2.72,24.53,32.91
1113577,B,Equipo_acarreo 19,Operador 68,Desmonte,Flota_carguio 2,Equipo_carguio 5,2,776,42,444.0,279.0,6.47,4.44,4.36,4.24,19.89,35.26
1113578,B,Equipo_acarreo 26,Operador 2,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,320,228,60,222.0,282.0,1.9,2.22,1.38,0.96,21.92,20.14
1113579,B,Equipo_acarreo 7,Operador 7,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,0,848,34,466.8,289.0,7.07,4.67,3.44,3.32,14.48,24.09
1113581,B,Equipo_acarreo 1,Operador 23,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,8,314,34,229.2,282.0,2.62,2.29,1.51,1.5,17.25,21.42
1113582,B,Equipo_acarreo 24,Operador 24,Desmonte,Flota_carguio 2,Equipo_carguio 5,0,912,34,469.2000000000001,289.0,7.6,4.69,4.4,4.23,17.01,28.86
1113583,B,Equipo_acarreo 20,Operador 20,Desmonte,Flota_carguio 1,Equipo_carguio 1,130,414,58,460.8,275.0,3.45,4.61,3.66,3.59,31.79,31.76
1113584,B,Equipo_acarreo 11,Operador 11,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,98,258,38,268.2,296.0,2.15,2.68,1.56,1.5,21.82,27.39
1113585,B,Equipo_acarreo 27,Operador 14,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,30,178,48,672.0,280.0,1.48,6.72,2.692938136174252,1.79,29.41,20.9
1113586,B,Equipo_acarreo 25,Operador 12,Desmonte,Flota_carguio 1,Equipo_carguio 1,101,420,36,585.0,273.0,3.5,5.85,3.71,3.58,31.72,29.66
1113587,B,Equipo_acarreo 9,Operador 4,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,1,792,36,640.8,295.0,6.6,6.41,3.44,3.32,15.5,23.75
1113589,B,Equipo_acarreo 4,Operador 104,Desmonte,Flota_carguio 1,Equipo_carguio 1,264,542,36,546.0,294.0,4.52,5.46,3.72,4.2,24.96,27.74
1113590,B,Equipo_acarreo 10,Operador 10,Desmonte,Flota_carguio 2,Equipo_carguio 5,8,822,32,634.2,287.0,6.85,6.34,4.3,4.22,18.56,26.59
1113591,B,Equipo_acarreo 6,Operador 6,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,57,276,30,300.0,280.0,2.3,3.0,1.54,1.52,19.72,21.8
1113593,B,Equipo_acarreo 23,Operador 31,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,63,768,30,397.8,282.0,6.4,3.98,3.42,3.07,15.83,28.8
1113594,B,Equipo_acarreo 14,Operador 28,Desmonte,Flota_carguio 2,Equipo_carguio 5,122,906,40,511.2,283.0,7.55,5.11,4.35,4.23,16.99,29.13
1113596,B,Equipo_acarreo 1,Operador 23,Desmonte,Flota_carguio 1,Equipo_carguio 1,286,532,36,523.8000000000001,288.0,4.43,5.24,3.67,3.68,24.83,25.22
1113597,B,Equipo_acarreo 13,Operador 13,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,58,250,46,343.8,287.0,2.08,3.44,1.54,1.71,22.42,18.49
1113598,B,Equipo_acarreo 5,Operador 5,Desmonte,Flota_carguio 2,Equipo_carguio 5,112,912,36,571.8,290.0,7.6,5.72,4.38,4.23,17.04,23.34
1113599,B,Equipo_acarreo 26,Operador 2,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 6,326,182,56,229.8,289.0,1.52,2.3,0.91,1.33,18.04,20.8
1113600,B,Equipo_acarreo 15,Operador 15,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,358,1068,46,859.8,290.0,8.9,8.6,4.56,3.32,15.25,19.15
1113601,B,Equipo_acarreo 11,Operador 11,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,39,326,30,211.8,293.0,2.72,2.12,1.64,1.49,19.15,24.68
1113608,B,Equipo_acarreo 2,Operador 30,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,8,310,34,294.0,277.0,2.58,2.94,1.47,1.47,17.06,18.11
1113609,B,Equipo_acarreo 8,Operador 19,Desmonte,Flota_carguio 2,Equipo_carguio 5,83,896,36,601.8,292.0,7.47,6.02,4.38,3.66,17.32,25.21
1113611,B,Equipo_acarreo 25,Operador 12,Desmonte,Flota_carguio 2,Equipo_carguio 5,28,810,38,418.2,278.0,6.75,4.18,0.0,3.9,19.2,33.81
1113612,B,Equipo_acarreo 24,Operador 24,Desmonte,Flota_carguio 1,Equipo_carguio 1,87,504,30,487.80000000000007,279.0,4.2,4.88,3.71,3.6,26.54,27.09
1113615,B,Equipo_acarreo 18,Operador 18,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,2,346,40,348.0,294.0,2.88,3.48,1.53,1.49,15.69,20.36
1113616,B,Equipo_acarreo 4,Operador 104,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,16,860,32,838.2,286.0,7.17,8.38,3.91,3.83,16.08,18.7
1113617,B,Equipo_acarreo 9,Operador 4,Desmonte,Flota_carguio 1,Equipo_carguio 1,87,450,34,699.0,280.0,3.75,6.99,3.59,3.6,28.71,28.64
1113618,B,Equipo_acarreo 10,Operador 10,Desmonte,Flota_carguio 2,Equipo_carguio 5,8,848,32,817.8000000000001,285.0,7.07,8.18,4.34,3.87,17.88,22.03
1113619,B,Equipo_acarreo 23,Operador 31,Desmonte,Flota_carguio 1,Equipo_carguio 1,338,486,34,480.0,283.0,4.05,4.8,3.68,3.6,28.34,27.89
1113621,B,Equipo_acarreo 14,Operador 28,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,65,964,36,300.0,281.0,8.03,3.0,3.89,1.56,14.2,21.12
1113625,B,Equipo_acarreo 5,Operador 5,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,43,290,46,301.8,296.0,2.42,3.02,1.59,1.45,19.82,19.78
1113626,B,Equipo_acarreo 11,Operador 11,Desmonte,Flota_carguio 1,Equipo_carguio 1,115,450,56,370.8,276.0,3.75,3.71,3.66,3.59,29.93,34.56
1113627,B,Equipo_acarreo 13,Operador 13,Mineral Óxido,Flota_carguio 2,Equipo_carguio 5,6,850,42,217.2,293.0,7.08,2.17,3.92,3.83,16.24,24.12
1113628,B,Equipo_acarreo 18,Operador 18,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,11,330,34,622.1999999999999,284.0,2.75,6.22,1.52,1.49,16.55,22.71
1113629,B,Equipo_acarreo 24,Operador 24,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,6,274,36,616.1999999999999,280.0,2.28,6.16,1.54,1.47,20.25,23.47
1113632,B,Equipo_acarreo 25,Operador 12,Mineral Óxido,Flota_carguio 1,Equipo_carguio 4,0,870,40,256.2,275.0,7.25,2.56,3.78,3.52,15.51,23.11
1113634,B,Equipo_acarreo 6,Operador 6,Desmonte,Flota_carguio 1,Equipo_carguio 1,8,508,30,631.8,279.0,4.23,6.32,3.69,4.19,26.21,24.63
1113635,B,Equipo_acarreo 27,Operador 14,Desmonte,Flota_carguio 2,Equipo_carguio 5,17,802,40,565.8,296.0,6.68,5.66,3.48,3.33,15.45,27.73
1113637,B,Equipo_acarreo 5,Operador 5,Desmonte,Flota_carguio 1,Equipo_carguio 1,124,526,42,625.2,285.0,4.38,6.25,3.7,3.6,25.31,22.74
1113640,B,Equipo_acarreo 23,Operador 31,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,80,348,34,436.8,271.0,2.9,4.37,1.54,1.47,17.57,31.19
1113641,B,Equipo_acarreo 15,Operador 15,Desmonte,Flota_carguio 2,Equipo_carguio 5,25,994,30,570.0,287.0,8.28,5.7,3.84,3.25,13.47,23.69
1113644,B,Equipo_acarreo 14,Operador 28,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,6,308,40,298.8,280.0,2.57,2.99,1.49,1.47,17.57,19.03
1113645,B,Equipo_acarreo 11,Operador 11,Desmonte,Flota_carguio 1,Equipo_carguio 1,38,450,56,531.0,288.0,3.75,5.31,3.69,3.95,29.57,26.63
1113646,B,Equipo_acarreo 10,Operador 10,Mineral Óxido,Flota_carguio 1,Equipo_carguio 4,0,844,42,292.8,280.0,7.03,2.93,3.49,3.59,14.7,19.86
1113647,B,Equipo_acarreo 13,Operador 13,Desmonte,Flota_carguio 1,Equipo_carguio 1,296,504,40,600.0,295.0,4.2,6.0,3.73,3.57,26.64,23.06
1113649,B,Equipo_acarreo 24,Operador 24,Desmonte,Flota_carguio 2,Equipo_carguio 5,39,879,38,579.0,289.0,7.33,5.79,3.45,3.35,13.64,20.76
1113657,B,Equipo_acarreo 23,Operador 31,Desmonte,Flota_carguio 2,Equipo_carguio 5,67,989,36,720.0,283.0,8.24,7.2,3.41,3.35,12.45,17.62
1113662,B,Equipo_acarreo 27,Operador 14,Desmonte,Flota_carguio 2,Equipo_carguio 5,0,820,36,856.1999999999999,289.0,6.83,8.56,3.35,0.21,14.5,17.59
1113664,B,Equipo_acarreo 8,Operador 19,Desmonte,Flota_carguio 1,Equipo_carguio 1,258,550,50,550.8,281.0,4.58,5.51,2.74,2.68,17.87,19.56
1113665,B,Equipo_acarreo 11,Operador 11,Desmonte,Flota_carguio 1,Equipo_carguio 4,288,860,44,865.2,285.0,7.17,8.65,3.1,2.74,12.67,19.11
1113680,B,Equipo_acarreo 8,Operador 19,Desmonte,Flota_carguio 1,Equipo_carguio 1,44,496,44,454.2000000000001,270.0,4.13,4.54,2.77,2.68,20.17,20.42
1113681,B,Equipo_acarreo 7,Operador 7,Desmonte,Flota_carguio 2,Equipo_carguio 2,8,540,34,501.0,286.0,4.5,5.01,2.8,2.79,18.69,19.05
1113683,B,Equipo_acarreo 17,Operador 17,Desmonte,Flota_carguio 2,Equipo_carguio 2,2,524,40,525.0,272.0,4.37,5.25,2.8,2.79,19.06,21.66
1113685,B,Equipo_acarreo 24,Operador 24,Desmonte,Flota_carguio 1,Equipo_carguio 1,2,1352,32,622.1999999999999,287.0,5.11,6.22,2.75,2.67,18.1,19.79
1113689,B,Equipo_acarreo 16,Operador 16,Desmonte,Flota_carguio 2,Equipo_carguio 2,39,532,50,658.2,285.0,4.43,6.58,2.79,2.74,19.04,21.31
1113690,B,Equipo_acarreo 7,Operador 7,Desmonte,Flota_carguio 2,Equipo_carguio 2,150,426,46,601.1999999999999,289.0,3.55,6.01,2.66,2.79,22.39,21.92
1113691,B,Equipo_acarreo 8,Operador 19,Desmonte,Flota_carguio 1,Equipo_carguio 1,36,536,36,523.8000000000001,274.0,4.47,5.24,2.75,2.82,18.39,22.11
1113695,B,Equipo_acarreo 9,Operador 4,Desmonte,Flota_carguio 1,Equipo_carguio 1,9,470,40,480.0,290.0,3.92,4.8,2.7,2.82,20.62,22.38
1113696,B,Equipo_acarreo 26,Operador 2,Desmonte,Flota_carguio 1,Equipo_carguio 1,330,452,40,427.8,272.0,3.77,4.28,2.66,2.67,21.17,22.92
1113697,B,Equipo_acarreo 15,Operador 15,Desmonte,Flota_carguio 2,Equipo_carguio 2,40,502,50,394.2000000000001,287.0,4.18,3.94,2.73,2.79,19.53,24.26
1113698,B,Equipo_acarreo 3,Operador 3,Desmonte,Flota_carguio 2,Equipo_carguio 2,101,468,48,421.2,274.0,3.9,4.21,2.77,2.79,21.25,23.33
1113701,B,Equipo_acarreo 24,Operador 24,Desmonte,Flota_carguio 2,Equipo_carguio 2,28,480,32,415.8,276.0,4.0,4.16,2.75,2.79,20.53,24.14
1113702,B,Equipo_acarreo 13,Operador 13,Desmonte,Flota_carguio 1,Equipo_carguio 1,6,382,48,352.8,276.0,3.18,3.53,2.74,2.67,25.84,27.7
1113709,B,Equipo_acarreo 16,Operador 16,Desmonte,Flota_carguio 1,Equipo_carguio 1,4,492,44,480.0,295.0,4.1,4.8,2.76,2.66,20.34,21.07
1113710,B,Equipo_acarreo 7,Operador 7,Desmonte,Flota_carguio 2,Equipo_carguio 2,28,472,36,486.0,284.0,3.93,4.86,2.72,2.79,20.67,21.21
1113711,B,Equipo_acarreo 17,Operador 17,Desmonte,Flota_carguio 2,Equipo_carguio 2,228,422,34,394.2000000000001,297.0,3.52,3.94,2.69,2.79,22.81,25.8
1113712,B,Equipo_acarreo 22,Operador 22,Desmonte,Flota_carguio 3,Equipo_carguio 7,408,387,36,240.0,277.0,3.2,2.4,1.63,1.56,15.17,23.6
1113713,B,Equipo_acarreo 9,Operador 4,Desmonte,Flota_carguio 1,Equipo_carguio 1,10,434,36,520.2,267.0,3.62,5.2,2.72,3.16,22.47,23.4
1113714,B,Equipo_acarreo 15,Operador 15,Desmonte,Flota_carguio 1,Equipo_carguio 1,311,700,30,499.8,292.0,5.83,5.0,3.63,3.1,19.49,23.27
1113715,B,Equipo_acarreo 3,Operador 3,Desmonte,Flota_carguio 2,Equipo_carguio 2,32,498,40,544.2,284.0,4.15,5.44,2.77,2.79,19.95,21.88
1113716,B,Equipo_acarreo 26,Operador 2,Desmonte,Flota_carguio 2,Equipo_carguio 2,223,492,32,714.0,275.0,4.1,7.14,2.77,2.79,20.52,23.61
1113717,B,Equipo_acarreo 24,Operador 24,Desmonte,Flota_carguio 2,Equipo_carguio 2,103,510,32,414.0,283.0,4.25,4.14,2.77,2.79,19.53,24.56
1113718,B,Equipo_acarreo 13,Operador 13,Desmonte,Flota_carguio 1,Equipo_carguio 1,290,428,32,712.1999999999999,281.0,3.57,7.12,2.692938136174252,2.65,22.44,25.6
1113719,B,Equipo_acarreo 21,Operador 21,Desmonte,Flota_carguio 3,Equipo_carguio 7,280,491,46,316.2,287.0,4.09,3.16,1.86,1.54,13.94,17.55
1113720,B,Equipo_acarreo 27,Operador 14,Desmonte,Flota_carguio 2,Equipo_carguio 5,12,838,36,385.8,271.0,6.98,3.86,3.3,3.35,14.21,26.36
1113721,B,Equipo_acarreo 1,Operador 23,Desmonte,Flota_carguio 2,Equipo_carguio 5,2,1014,38,805.8,287.0,8.45,8.06,3.35,3.35,11.95,18.12
1113723,B,Equipo_acarreo 16,Operador 16,Desmonte,Flota_carguio 1,Equipo_carguio 1,152,583,34,528.0,282.0,4.86,5.28,2.42,2.87,16.48,22.92
1113725,B,Equipo_acarreo 7,Operador 7,Desmonte,Flota_carguio 2,Equipo_carguio 2,19,700,50,399.0,298.0,5.83,3.99,2.8,2.79,16.33,25.22
1113727,B,Equipo_acarreo 23,Operador 31,Desmonte,Flota_carguio 1,Equipo_carguio 4,17,742,36,844.2,299.0,6.18,8.44,3.11,3.3,14.84,18.27
1113729,B,Equipo_acarreo 11,Operador 11,Desmonte,Flota_carguio 2,Equipo_carguio 5,6,900,42,607.8000000000001,284.0,7.5,6.08,3.35,3.3,13.14,23.05
1113731,B,Equipo_acarreo 5,Operador 5,Desmonte,Flota_carguio 2,Equipo_carguio 2,8,522,34,439.2000000000001,282.0,4.35,4.39,2.76,2.79,19.14,23.2
1113732,B,Equipo_acarreo 18,Operador 18,Desmonte,Flota_carguio 2,Equipo_carguio 5,8,866,38,486.0,283.0,7.22,4.86,3.49,2.86,14.12,21.32
1113734,B,Equipo_acarreo 9,Operador 4,Desmonte,Flota_carguio 1,Equipo_carguio 4,0,784,34,484.8,278.0,6.53,4.85,3.16,3.16,14.81,24.3
1113735,B,Equipo_acarreo 3,Operador 3,Desmonte,Flota_carguio 1,Equipo_carguio 1,350,512,38,580.2,276.0,4.27,5.8,2.71,2.65,19.02,24.21
1113736,B,Equipo_acarreo 25,Operador 12,Desmonte,Flota_carguio 2,Equipo_carguio 5,128,812,42,403.2,296.0,6.77,4.03,3.39,3.35,14.69,24.95
1113737,B,Equipo_acarreo 15,Operador 15,Desmonte,Flota_carguio 1,Equipo_carguio 4,0,732,30,382.2,285.0,6.1,3.82,3.2,3.16,15.33,27.4
1113738,B,Equipo_acarreo 24,Operador 24,Desmonte,Flota_carguio 2,Equipo_carguio 2,28,470,36,742.1999999999999,278.0,3.92,7.42,2.72,3.27,20.87,23.46
1113739,B,Equipo_acarreo 26,Operador 2,Desmonte,Flota_carguio 2,Equipo_carguio 5,108,888,38,496.2,282.0,7.41,4.96,3.39,3.35,13.28,22.45
1113740,B,Equipo_acarreo 21,Operador 21,Desmonte,Flota_carguio 3,Equipo_carguio 7,222,412,40,259.8,290.0,3.43,2.6,1.86,2.7780703082182847,16.17,22.61
1113742,B,Equipo_acarreo 13,Operador 13,Desmonte,Flota_carguio 2,Equipo_carguio 5,201,734,36,388.2,269.0,6.12,3.88,3.44,3.35,16.32,28.28
1113743,B,Equipo_acarreo 27,Operador 14,Desmonte,Flota_carguio 1,Equipo_carguio 1,34,464,42,478.2,271.0,3.87,4.78,2.74,2.66,22.31,24.96
1113745,B,Equipo_acarreo 14,Operador 28,Desmonte,Flota_carguio 2,Equipo_carguio 5,51,958,36,535.8,281.0,7.98,5.36,3.42,3.35,12.34,21.71
1113746,B,Equipo_acarreo 10,Operador 10,Desmonte,Flota_carguio 1,Equipo_carguio 1,179,530,40,502.19999999999993,272.0,4.42,5.02,2.83,3.33,19.22,24.02
1113747,B,Equipo_acarreo 19,Operador 68,Desmonte,Flota_carguio 3,Equipo_carguio 7,226,400,42,208.2,285.0,3.33,2.08,1.74,1.55,15.66,26.85
1113748,B,Equipo_acarreo 16,Operador 16,Desmonte,Flota_carguio 1,Equipo_carguio 4,0,870,46,636.0,274.0,7.25,6.36,3.04,3.39,12.62,20.32
1113749,B,Equipo_acarreo 5,Operador 5,Desmonte,Flota_carguio 1,Equipo_carguio 1,303,516,40,523.8000000000001,284.0,4.3,5.24,2.75,2.66,19.46,21.78
1113750,B,Equipo_acarreo 1,Operador 23,Desmonte,Flota_carguio 2,Equipo_carguio 5,79,976,42,591.0,283.0,8.13,5.91,3.49,3.37,12.46,18.38
1113751,B,Equipo_acarreo 17,Operador 17,Desmonte,Flota_carguio 1,Equipo_carguio 4,77,810,60,598.8000000000001,289.0,6.75,5.99,3.18,3.16,13.85,19.76
1113752,B,Equipo_acarreo 23,Operador 31,Desmonte,Flota_carguio 2,Equipo_carguio 5,2,802,34,673.2,280.0,6.68,6.73,3.32,3.37,14.43,20.02
1113753,B,Equipo_acarreo 22,Operador 22,Desmonte,Flota_carguio 3,Equipo_carguio 7,242,374,46,210.0,277.0,3.12,2.1,1.63,1.52,15.53,26.36
1113754,B,Equipo_acarreo 9,Operador 4,Desmonte,Flota_carguio 1,Equipo_carguio 4,236,746,30,465.0,296.0,6.22,4.65,3.2,3.16,15.15,24.54
1113755,B,Equipo_acarreo 11,Operador 11,Desmonte,Flota_carguio 2,Equipo_carguio 5,10,900,38,606.0,285.0,7.5,6.06,3.49,3.37,13.49,20.94
1113757,B,Equipo_acarreo 25,Operador 12,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,151,402,32,205.8,302.0,3.35,2.06,1.53,1.49,13.6,24.86
1113758,B,Equipo_acarreo 15,Operador 15,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,160,316,44,279.0,291.0,2.63,2.79,1.56,1.53,17.73,23.88
1113759,B,Equipo_acarreo 3,Operador 3,Desmonte,Flota_carguio 2,Equipo_carguio 5,208,1032,38,544.8,282.0,8.6,5.45,4.3,3.36,14.82,23.8
1113760,B,Equipo_acarreo 2,Operador 30,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,307,284,36,648.0,282.0,2.37,6.48,1.54,1.49,19.54,20.73
1113762,B,Equipo_acarreo 24,Operador 24,Desmonte,Flota_carguio 2,Equipo_carguio 5,72,994,36,394.8,286.0,8.28,3.95,3.5,3.36,12.34,24.96
1113763,B,Equipo_acarreo 27,Operador 14,Desmonte,Flota_carguio 2,Equipo_carguio 5,104,816,40,429.0,287.0,6.8,4.29,3.4,3.36,14.5,26.88
1113764,B,Equipo_acarreo 26,Operador 2,Desmonte,Flota_carguio 1,Equipo_carguio 4,14,910,34,475.8,291.0,7.58,4.76,3.2,3.16,12.35,24.24
1113766,B,Equipo_acarreo 13,Operador 13,Desmonte,Flota_carguio 1,Equipo_carguio 4,273,754,48,406.8,306.0,6.28,4.07,3.23,2.55,15.15,30.53
1113768,B,Equipo_acarreo 10,Operador 10,Desmonte,Flota_carguio 2,Equipo_carguio 5,6,868,52,543.0,279.0,7.23,5.43,3.49,3.37,13.98,24.49
1113769,B,Equipo_acarreo 18,Operador 18,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,0,342,46,273.0,290.0,2.85,2.73,1.57,1.49,16.42,20.19
1113770,B,Equipo_acarreo 25,Operador 12,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,273,252,32,169.2,290.0,2.1,1.69,1.51,1.49,21.5,29.11
1113771,B,Equipo_acarreo 5,Operador 5,Desmonte,Flota_carguio 1,Equipo_carguio 4,49,880,36,604.2,292.0,7.33,6.04,3.21,3.16,12.85,20.16
1113772,B,Equipo_acarreo 14,Operador 28,Desmonte,Flota_carguio 2,Equipo_carguio 5,23,926,38,493.8,278.0,7.72,4.94,3.45,3.37,12.8,23.73
1113774,B,Equipo_acarreo 15,Operador 15,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,22,290,30,424.8,307.0,2.42,4.25,1.58,1.49,19.7,20.77
1113775,B,Equipo_acarreo 16,Operador 16,Desmonte,Flota_carguio 2,Equipo_carguio 5,2,930,34,640.2,294.0,7.75,6.4,3.34,3.37,13.1,20.72
1113776,B,Equipo_acarreo 7,Operador 7,Mineral Óxido,Flota_carguio 2,Equipo_carguio 2,244,320,30,289.8,271.0,2.67,2.9,1.59,1.54,17.82,19.15
1113777,B,Equipo_acarreo 1,Operador 23,Desmonte,Flota_carguio 2,Equipo_carguio 5,147,1000,32,661.1999999999999,290.0,8.33,6.61,3.43,3.37,12.31,19.06
1113778,B,Equipo_acarreo 17,Operador 17,Desmonte,Flota_carguio 1,Equipo_carguio 4,11,1320,46,541.8,284.0,9.2,5.42,3.21,3.16,13.11,21.09
1113779,B,Equipo_acarreo 9,Operador 4,Desmonte,Flota_carguio 2,Equipo_carguio 5,163,850,34,667.1999999999999,279.0,7.08,6.67,3.46,3.36,13.94,20.75
1113780,B,Equipo_acarreo 23,Operador 31,Desmonte,Flota_carguio 1,Equipo_carguio 4,190,600,30,591.0,300.0,7.08,5.91,3.09,3.14,13.32,27.03
1113782,B,Equipo_acarreo 11,Operador 11,Desmonte,Flota_carguio 1,Equipo_carguio 4,205,240,32,640.8,280.0,7.28,6.41,2.91,3.14,13.28,20.63
1113783,B,Equipo_acarreo 18,Operador 18,Desmonte,Flota_carguio 2,Equipo_carguio 2,132,592,36,520.8,296.0,4.93,5.21,2.85,2.8,17.83,21.03
1113784,B,Equipo_acarreo 25,Operador 12,Desmonte,Flota_carguio 2,Equipo_carguio 2,354,418,36,520.2,281.0,3.48,5.2,2.81,2.8,24.05,22.64
1113785,B,Equipo_acarreo 2,Operador 30,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 1,123,250,60,276.0,284.0,2.08,2.76,1.36,1.44,19.64,18.67
1113786,B,Equipo_acarreo 24,Operador 24,Desmonte,Flota_carguio 2,Equipo_carguio 2,280,438,32,544.2,284.0,3.65,5.44,2.79,2.8,22.77,23.3
